  0.00000000E+00  0.17561582E+01
  0.82269358E-02  0.17541985E+01
  0.16453872E-01  0.17485303E+01
  0.24680807E-01  0.17396892E+01
  0.32907743E-01  0.17283343E+01
  0.41134679E-01  0.17150848E+01
  0.49361615E-01  0.17004487E+01
  0.57588550E-01  0.16848165E+01
  0.65815486E-01  0.16684799E+01
  0.74042422E-01  0.16516573E+01
  0.82269358E-01  0.16345137E+01
  0.90496294E-01  0.16171769E+01
  0.98723229E-01  0.15997484E+01
  0.10695017E+00  0.15823115E+01
  0.11517710E+00  0.15649370E+01
  0.12340404E+00  0.15476865E+01
  0.13163097E+00  0.15306156E+01
  0.13985791E+00  0.15137755E+01
  0.14808484E+00  0.14972148E+01
  0.15631178E+00  0.14809800E+01
  0.16453872E+00  0.14651164E+01
  0.17276565E+00  0.14496683E+01
  0.18099259E+00  0.14346796E+01
  0.18921952E+00  0.14201938E+01
  0.19744646E+00  0.14062535E+01
  0.20567339E+00  0.13929013E+01
  0.21390033E+00  0.13801788E+01
  0.22212727E+00  0.13681267E+01
  0.23035420E+00  0.13567848E+01
  0.23858114E+00  0.13461913E+01
  0.24680807E+00  0.13363829E+01
  0.25503501E+00  0.13273943E+01
  0.26326195E+00  0.13192581E+01
  0.27148888E+00  0.13120043E+01
  0.27971582E+00  0.13056599E+01
  0.28794275E+00  0.13002493E+01
  0.29616969E+00  0.12957931E+01
  0.30439662E+00  0.12923089E+01
  0.31262356E+00  0.12898103E+01
  0.32085050E+00  0.12883071E+01
  0.32910742E+00  0.12878054E+01
  0.33736434E+00  0.12878514E+01
  0.34562127E+00  0.12881297E+01
  0.35387819E+00  0.12886407E+01
  0.36213512E+00  0.12893838E+01
  0.37039204E+00  0.12903581E+01
  0.37864897E+00  0.12915620E+01
  0.38690589E+00  0.12929930E+01
  0.39516282E+00  0.12946475E+01
  0.40341974E+00  0.12965209E+01
  0.41167667E+00  0.12986071E+01
  0.41993359E+00  0.13008982E+01
  0.42819051E+00  0.13033843E+01
  0.43644744E+00  0.13060529E+01
  0.44470436E+00  0.13088883E+01
  0.45296129E+00  0.13118706E+01
  0.46121821E+00  0.13149745E+01
  0.46947514E+00  0.13181673E+01
  0.47773206E+00  0.13214058E+01
  0.48598899E+00  0.13246305E+01
  0.49424591E+00  0.13277563E+01
  0.50250284E+00  0.13306537E+01
  0.51075976E+00  0.13331118E+01
  0.51901668E+00  0.13347556E+01
  0.52727361E+00  0.13347713E+01
  0.53553053E+00  0.13313051E+01
  0.54378746E+00  0.13210898E+01
  0.55204438E+00  0.12986995E+01
  0.56030131E+00  0.12624099E+01
  0.56855823E+00  0.12170598E+01
  0.57681516E+00  0.11674120E+01
  0.58507208E+00  0.11158751E+01
  0.59332901E+00  0.10633990E+01
  0.60158593E+00  0.10106379E+01
  0.60984285E+00  0.95795814E+00
  0.61809978E+00  0.90553245E+00
  0.62635670E+00  0.85347422E+00
  0.63461363E+00  0.80186357E+00
  0.64287055E+00  0.75076073E+00
  0.65112748E+00  0.70021320E+00
  0.65938440E+00  0.65026000E+00
  0.66764133E+00  0.60093415E+00
  0.67589825E+00  0.55226430E+00
  0.68415518E+00  0.50427582E+00
  0.69241210E+00  0.45699147E+00
  0.70066902E+00  0.41043202E+00
  0.70892595E+00  0.36461659E+00
  0.71718287E+00  0.31956298E+00
  0.72543980E+00  0.27523663E+00
  0.73369672E+00  0.23164267E+00
  0.74195365E+00  0.18886314E+00
  0.75021057E+00  0.14691484E+00
  0.75846750E+00  0.10581374E+00
  0.76672442E+00  0.65575065E-01
  0.77498134E+00  0.26213311E-01
  0.78323827E+00 -0.12257718E-01
  0.79149519E+00 -0.49824890E-01
  0.79975212E+00 -0.86475729E-01
  0.80800904E+00 -0.12219841E+00
  0.81626597E+00 -0.15698174E+00
  0.82452289E+00 -0.19081518E+00
  0.83277982E+00 -0.22368883E+00
  0.84103674E+00 -0.25559346E+00
  0.84929367E+00 -0.28652052E+00
  0.85755059E+00 -0.31646218E+00
  0.86580751E+00 -0.34541132E+00
  0.87406444E+00 -0.37336166E+00
  0.88232136E+00 -0.40030771E+00
  0.89057829E+00 -0.42624491E+00
  0.89883521E+00 -0.45116966E+00
  0.90709214E+00 -0.47507940E+00
  0.91534906E+00 -0.49797271E+00
  0.92360599E+00 -0.51989374E+00
  0.93186291E+00 -0.54081675E+00
  0.94011984E+00 -0.56072029E+00
  0.94837676E+00 -0.57960763E+00
  0.95663368E+00 -0.59748386E+00
  0.96489061E+00 -0.61435599E+00
  0.97314753E+00 -0.63023301E+00
  0.98140446E+00 -0.64512603E+00
  0.98966138E+00 -0.65904834E+00
  0.99791831E+00 -0.67201547E+00
  0.10061752E+01 -0.68404527E+00
  0.10144322E+01 -0.69515798E+00
  0.10226891E+01 -0.70537623E+00
  0.10309460E+01 -0.71472509E+00
  0.10392029E+01 -0.72323213E+00
  0.10474599E+01 -0.73092734E+00
  0.10557168E+01 -0.73784321E+00
  0.10639737E+01 -0.74401460E+00
  0.10722306E+01 -0.74947876E+00
  0.10804876E+01 -0.75427518E+00
  0.10887445E+01 -0.75844547E+00
  0.10970014E+01 -0.76203322E+00
  0.11052583E+01 -0.76508369E+00
  0.11135153E+01 -0.76764354E+00
  0.11217722E+01 -0.76977504E+00
  0.11300291E+01 -0.77151021E+00
  0.11382860E+01 -0.77289516E+00
  0.11465429E+01 -0.77397742E+00
  0.11547999E+01 -0.77480313E+00
  0.11630568E+01 -0.77541617E+00
  0.11713137E+01 -0.77585724E+00
  0.11795706E+01 -0.77616292E+00
  0.11878276E+01 -0.77636474E+00
  0.11960845E+01 -0.77648831E+00
  0.12043414E+01 -0.77655256E+00
  0.12125568E+01 -0.77656919E+00
  0.12207721E+01 -0.77712251E+00
  0.12289875E+01 -0.77874167E+00
  0.12372028E+01 -0.78135792E+00
  0.12454182E+01 -0.78486305E+00
  0.12536335E+01 -0.78911754E+00
  0.12618489E+01 -0.79395993E+00
  0.12700642E+01 -0.79921609E+00
  0.12782796E+01 -0.80470748E+00
  0.12864949E+01 -0.81025774E+00
  0.12947103E+01 -0.81569757E+00
  0.13029257E+01 -0.82086794E+00
  0.13111410E+01 -0.82562186E+00
  0.13193564E+01 -0.82985558E+00
  0.13275717E+01 -0.83343293E+00
  0.13357871E+01 -0.83623679E+00
  0.13440024E+01 -0.83816928E+00
  0.13522178E+01 -0.83914304E+00
  0.13604331E+01 -0.83908044E+00
  0.13686485E+01 -0.83791264E+00
  0.13768638E+01 -0.83557883E+00
  0.13850792E+01 -0.83202550E+00
  0.13932945E+01 -0.82720578E+00
  0.14015099E+01 -0.82107893E+00
  0.14097252E+01 -0.81360976E+00
  0.14179406E+01 -0.80476832E+00
  0.14261559E+01 -0.79452943E+00
  0.14343713E+01 -0.78287239E+00
  0.14425867E+01 -0.76978073E+00
  0.14508020E+01 -0.75524188E+00
  0.14590174E+01 -0.73924697E+00
  0.14672327E+01 -0.72179062E+00
  0.14754481E+01 -0.70287069E+00
  0.14836634E+01 -0.68248811E+00
  0.14918788E+01 -0.66064669E+00
  0.15000941E+01 -0.63735289E+00
  0.15083095E+01 -0.61261568E+00
  0.15165248E+01 -0.58649188E+00
  0.15247402E+01 -0.55904362E+00
  0.15329555E+01 -0.53019468E+00
  0.15411709E+01 -0.49995938E+00
  0.15493862E+01 -0.46835371E+00
  0.15576016E+01 -0.43539520E+00
  0.15658169E+01 -0.40110294E+00
  0.15740323E+01 -0.36549750E+00
  0.15822477E+01 -0.32860097E+00
  0.15904630E+01 -0.29043690E+00
  0.15986784E+01 -0.25103037E+00
  0.16068937E+01 -0.21040796E+00
  0.16151091E+01 -0.16859788E+00
  0.16233244E+01 -0.12562994E+00
  0.16315398E+01 -0.81535709E-01
  0.16397551E+01 -0.36348604E-01
  0.16479705E+01  0.98959630E-02
  0.16561858E+01  0.57160395E-01
  0.16644012E+01  0.10540468E+00
  0.16726165E+01  0.15458608E+00
  0.16808319E+01  0.20465876E+00
  0.16890472E+01  0.25557335E+00
