 written on 29Mar2021 at 15:11:07 
          28
          83
    1    1    2    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    2    1    1
   -5   -3    0    1    1    0.000223    0.000015
   -5   -3    0    2    1    0.000025   -0.000029
   -5   -3    0    3    1   -0.000273    0.000000
   -5   -3    0    4    1   -0.000036   -0.000025
   -5   -3    0    5    1   -0.000276   -0.000029
   -5   -3    0    6    1   -0.000017   -0.000014
   -5   -3    0    7    1   -0.000047    0.000015
   -5   -3    0    8    1    0.000001    0.000026
   -5   -3    0    9    1    0.000093   -0.000037
   -5   -3    0   10    1    0.000014    0.000045
   -5   -3    0   11    1    0.000396    0.000052
   -5   -3    0   12    1    0.000016   -0.000027
   -5   -3    0   13    1    0.001167   -0.000007
   -5   -3    0   14    1    0.000019    0.000027
   -5   -3    0   15    1   -0.000271   -0.000015
   -5   -3    0   16    1   -0.000061   -0.000004
   -5   -3    0   17    1    0.000205    0.000081
   -5   -3    0   18    1    0.000032    0.000007
   -5   -3    0   19    1    0.000124    0.000061
   -5   -3    0   20    1   -0.000032   -0.000039
   -5   -3    0   21    1    0.000436    0.000089
   -5   -3    0   22    1    0.000040   -0.000041
   -5   -3    0   23    1    0.000073   -0.000018
   -5   -3    0   24    1   -0.000033   -0.000080
   -5   -3    0   25    1    0.000065    0.000054
   -5   -3    0   26    1   -0.000071    0.000037
   -5   -3    0   27    1   -0.001578   -0.000043
   -5   -3    0   28    1   -0.000046   -0.000008
   -5   -3    0    1    2   -0.000025   -0.000029
   -5   -3    0    2    2    0.000223   -0.000015
   -5   -3    0    3    2    0.000036   -0.000025
   -5   -3    0    4    2   -0.000273   -0.000000
   -5   -3    0    5    2    0.000017   -0.000014
   -5   -3    0    6    2   -0.000276    0.000029
   -5   -3    0    7    2   -0.000001    0.000026
   -5   -3    0    8    2   -0.000047   -0.000015
   -5   -3    0    9    2   -0.000014    0.000045
   -5   -3    0   10    2    0.000093    0.000037
   -5   -3    0   11    2   -0.000016   -0.000027
   -5   -3    0   12    2    0.000396   -0.000052
   -5   -3    0   13    2   -0.000019    0.000027
   -5   -3    0   14    2    0.001167    0.000007
   -5   -3    0   15    2    0.000061   -0.000004
   -5   -3    0   16    2   -0.000271    0.000015
   -5   -3    0   17    2   -0.000032    0.000007
   -5   -3    0   18    2    0.000205   -0.000081
   -5   -3    0   19    2    0.000032   -0.000039
   -5   -3    0   20    2    0.000124   -0.000061
   -5   -3    0   21    2   -0.000040   -0.000041
   -5   -3    0   22    2    0.000436   -0.000089
   -5   -3    0   23    2    0.000033   -0.000080
   -5   -3    0   24    2    0.000073    0.000018
   -5   -3    0   25    2    0.000071    0.000037
   -5   -3    0   26    2    0.000065   -0.000054
   -5   -3    0   27    2    0.000046   -0.000008
   -5   -3    0   28    2   -0.001578    0.000043
   -5   -3    0    1    3    0.000075    0.000001
   -5   -3    0    2    3   -0.000037   -0.000019
   -5   -3    0    3    3   -0.000088    0.000010
   -5   -3    0    4    3   -0.000044   -0.000028
   -5   -3    0    5    3   -0.000094    0.000002
   -5   -3    0    6    3   -0.000029    0.000010
   -5   -3    0    7    3   -0.000037    0.000061
   -5   -3    0    8    3   -0.000086   -0.000003
   -5   -3    0    9    3   -0.000266   -0.000005
   -5   -3    0   10    3   -0.000058   -0.000049
   -5   -3    0   11    3    0.000073   -0.000008
   -5   -3    0   12    3    0.000033    0.000040
   -5   -3    0   13    3   -0.000200    0.000011
   -5   -3    0   14    3    0.000024    0.000041
   -5   -3    0   15    3   -0.000205   -0.000016
   -5   -3    0   16    3   -0.000041   -0.000020
   -5   -3    0   17    3   -0.000020    0.000052
   -5   -3    0   18    3   -0.000103   -0.000065
   -5   -3    0   19    3    0.000140    0.000001
   -5   -3    0   20    3    0.000049    0.000039
   -5   -3    0   21    3   -0.000216    0.000020
   -5   -3    0   22    3    0.000030    0.000081
   -5   -3    0   23    3   -0.000197    0.000006
   -5   -3    0   24    3   -0.000050   -0.000060
   -5   -3    0   25    3    0.000178   -0.000002
   -5   -3    0   26    3   -0.000130   -0.000088
   -5   -3    0   27    3    0.000157   -0.000019
   -5   -3    0   28    3   -0.000130   -0.000103
   -5   -3    0    1    4    0.000037   -0.000019
   -5   -3    0    2    4    0.000075   -0.000001
   -5   -3    0    3    4    0.000044   -0.000028
   -5   -3    0    4    4   -0.000088   -0.000010
   -5   -3    0    5    4    0.000029    0.000010
   -5   -3    0    6    4   -0.000094   -0.000002
   -5   -3    0    7    4    0.000086   -0.000003
   -5   -3    0    8    4   -0.000037   -0.000061
   -5   -3    0    9    4    0.000058   -0.000049
   -5   -3    0   10    4   -0.000266    0.000005
   -5   -3    0   11    4   -0.000033    0.000040
   -5   -3    0   12    4    0.000073    0.000008
   -5   -3    0   13    4   -0.000024    0.000041
   -5   -3    0   14    4   -0.000200   -0.000011
   -5   -3    0   15    4    0.000041   -0.000020
   -5   -3    0   16    4   -0.000205    0.000016
   -5   -3    0   17    4    0.000103   -0.000065
   -5   -3    0   18    4   -0.000020   -0.000052
   -5   -3    0   19    4   -0.000049    0.000039
   -5   -3    0   20    4    0.000140   -0.000001
   -5   -3    0   21    4   -0.000030    0.000081
   -5   -3    0   22    4   -0.000216   -0.000020
   -5   -3    0   23    4    0.000050   -0.000060
   -5   -3    0   24    4   -0.000197   -0.000006
   -5   -3    0   25    4    0.000130   -0.000088
   -5   -3    0   26    4    0.000178    0.000002
   -5   -3    0   27    4    0.000130   -0.000103
   -5   -3    0   28    4    0.000157    0.000019
   -5   -3    0    1    5   -0.000005   -0.000010
   -5   -3    0    2    5    0.000015   -0.000009
   -5   -3    0    3    5    0.000283    0.000021
   -5   -3    0    4    5   -0.000023   -0.000062
   -5   -3    0    5    5   -0.000084    0.000014
   -5   -3    0    6    5   -0.000016    0.000000
   -5   -3    0    7    5    0.000075   -0.000032
   -5   -3    0    8    5   -0.000007    0.000020
   -5   -3    0    9    5   -0.000140   -0.000002
   -5   -3    0   10    5   -0.000029   -0.000106
   -5   -3    0   11    5   -0.000102    0.000022
   -5   -3    0   12    5    0.000032    0.000000
   -5   -3    0   13    5   -0.000491   -0.000044
   -5   -3    0   14    5    0.000040    0.000074
   -5   -3    0   15    5   -0.000196    0.000034
   -5   -3    0   16    5   -0.000086   -0.000029
   -5   -3    0   17    5    0.000122    0.000012
   -5   -3    0   18    5   -0.000086    0.000044
   -5   -3    0   19    5    0.000137    0.000042
   -5   -3    0   20    5    0.000075    0.000068
   -5   -3    0   21    5    0.000191   -0.000001
   -5   -3    0   22    5    0.000078    0.000012
   -5   -3    0   23    5   -0.000227    0.000067
   -5   -3    0   24    5   -0.000045    0.000018
   -5   -3    0   25    5   -0.000587   -0.000075
   -5   -3    0   26    5   -0.000065    0.000071
   -5   -3    0   27    5    0.000095    0.000012
   -5   -3    0   28    5   -0.000058   -0.000146
   -5   -3    0    1    6   -0.000015   -0.000009
   -5   -3    0    2    6   -0.000005    0.000010
   -5   -3    0    3    6    0.000023   -0.000062
   -5   -3    0    4    6    0.000283   -0.000021
   -5   -3    0    5    6    0.000016    0.000000
   -5   -3    0    6    6   -0.000084   -0.000014
   -5   -3    0    7    6    0.000007    0.000020
   -5   -3    0    8    6    0.000075    0.000032
   -5   -3    0    9    6    0.000029   -0.000106
   -5   -3    0   10    6   -0.000140    0.000002
   -5   -3    0   11    6   -0.000032    0.000000
   -5   -3    0   12    6   -0.000102   -0.000022
