# the linear shift conductivity in uA*Ang/V^2
#column    1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17              18              19
#Frequency (eV             xxx             xxy             xxz             xyy             xyz             xzz             yxx             yxy             yxz             yyy             yyz             yzz             zxx             zxy             zxz             zyy             zyz             zzz
  0.00000000E+00  0.13181494E+01 -0.18176432E+02  0.29211060E+01  0.11231568E+01 -0.28159221E-01 -0.28017832E-01 -0.18433663E+02  0.14849272E+00 -0.13460056E-01  0.18057266E+02  0.75494935E+00  0.79373441E-01  0.42270255E+01  0.55333451E-02 -0.28632231E-01  0.16813638E+01  0.10004747E+00  0.23463064E-01
  0.25062657E-02  0.13322137E+01 -0.18820496E+02  0.29875054E+01  0.11323780E+01 -0.28240210E-01 -0.28486555E-01 -0.19083226E+02  0.15353695E+00 -0.13132440E-01  0.18698963E+02  0.78116910E+00  0.82199210E-01  0.43321892E+01  0.64861595E-02 -0.29150550E-01  0.17297583E+01  0.10358888E+00  0.24360541E-01
  0.50125313E-02  0.13731376E+01 -0.20769816E+02  0.31857198E+01  0.11591863E+01 -0.28463584E-01 -0.29872540E-01 -0.21048924E+02  0.16857904E+00 -0.12130010E-01  0.20641065E+02  0.86007482E+00  0.90755218E-01  0.46469601E+01  0.93559975E-02 -0.30688543E-01  0.18751757E+01  0.11430876E+00  0.27083897E-01
  0.75187970E-02  0.14371697E+01 -0.24075230E+02  0.35127787E+01  0.12010839E+01 -0.28773493E-01 -0.32115768E-01 -0.24381230E+02  0.19333619E+00 -0.10397258E-01  0.23934051E+02  0.99235727E+00  0.10527513E+00  0.51691106E+01  0.14172923E-01 -0.33195804E-01  0.21182677E+01  0.13249094E+00  0.31725566E-01
  0.10025063E-01  0.15182406E+01 -0.28819613E+02  0.39636779E+01  0.12541285E+01 -0.29086314E-01 -0.35118064E-01 -0.29162402E+02  0.22730261E+00 -0.78521513E-02  0.28660191E+02  0.11790104E+01  0.12614004E+00  0.58947172E+01  0.20973837E-01 -0.36589995E-01  0.24599576E+01  0.15859793E+00  0.38438412E-01
  0.12531328E-01  0.16082392E+01 -0.35114987E+02  0.45313250E+01  0.13132493E+01 -0.29303875E-01 -0.38746111E-01 -0.35503582E+02  0.26970555E+00 -0.44007275E-02  0.34930645E+02  0.14211124E+01  0.15386529E+00  0.68178836E+01  0.29784467E-01 -0.40759567E-01  0.29012103E+01  0.19325433E+00  0.47433780E-01
  0.15037594E-01  0.16973969E+01 -0.43098264E+02  0.52065117E+01  0.13726574E+01 -0.29330058E-01 -0.42836053E-01 -0.43540526E+02  0.31945796E+00  0.44628456E-04  0.42881209E+02  0.17195511E+01  0.18908070E+00  0.79304238E+01  0.40597572E-01 -0.45567915E-01  0.34427372E+01  0.23722235E+00  0.58978440E-01
  0.17543860E-01  0.17747763E+01 -0.52925420E+02  0.59779453E+01  0.14263211E+01 -0.29089013E-01 -0.47199918E-01 -0.53427776E+02  0.37511971E+00  0.55452102E-02  0.52666502E+02  0.20747229E+01  0.23250287E+00  0.92215589E+01  0.53350315E-01 -0.50859155E-01  0.40846555E+01  0.29136799E+00  0.73390094E-01
  0.20050125E-01  0.18288495E+01 -0.64763856E+02  0.68323656E+01  0.14684669E+01 -0.28542855E-01 -0.51633946E-01 -0.65331024E+02  0.43487920E+00  0.12116600E-01  0.64452370E+02  0.24862362E+01  0.28489835E+00  0.10677678E+02  0.67904041E-01 -0.56465592E-01  0.48261259E+01  0.35661655E+00  0.91030964E-01
  0.22556391E-01  0.18481451E+01 -0.78782709E+02  0.77547618E+01  0.14940656E+01 -0.27706618E-01 -0.55928694E-01 -0.79417449E+02  0.49656582E+00  0.19712227E-01  0.78406278E+02  0.29526514E+01  0.34703627E+00  0.12282195E+02  0.84029537E-01 -0.62216703E-01  0.56649859E+01  0.43389606E+00  0.11229895E+00
