  0.00000000E+00 -0.17660982E+01
  0.43452181E-01 -0.17530403E+01
  0.86904361E-01 -0.17270701E+01
  0.13035654E+00 -0.16887767E+01
  0.17380872E+00 -0.16380070E+01
  0.21726090E+00 -0.15739653E+01
  0.26071308E+00 -0.14954691E+01
  0.30416526E+00 -0.14012756E+01
  0.34761744E+00 -0.12903909E+01
  0.39106962E+00 -0.11623031E+01
  0.43452181E+00 -0.10171184E+01
  0.47797399E+00 -0.85561029E+00
  0.52142617E+00 -0.67920276E+00
  0.56487835E+00 -0.48990049E+00
  0.60833053E+00 -0.29016130E+00
  0.65178271E+00 -0.82690228E-01
  0.69523489E+00  0.12985831E+00
  0.73868707E+00  0.34524580E+00
  0.78213925E+00  0.56198906E+00
  0.82559143E+00  0.77951190E+00
  0.86904361E+00  0.99793253E+00
  0.91249579E+00  0.12173971E+01
  0.95594797E+00  0.14370553E+01
  0.99940015E+00  0.16539962E+01
  0.10428523E+01  0.18626361E+01
  0.10863045E+01  0.20551209E+01
  0.11297567E+01  0.22230887E+01
  0.11732089E+01  0.23603969E+01
  0.12166611E+01  0.24653585E+01
  0.12601132E+01  0.25409591E+01
  0.13035654E+01  0.25930866E+01
  0.13470176E+01  0.26282659E+01
  0.13904698E+01  0.26522091E+01
  0.14339220E+01  0.26694228E+01
  0.14773741E+01  0.26832231E+01
  0.15208263E+01  0.26953850E+01
  0.15642785E+01  0.27057317E+01
  0.16077307E+01  0.27127866E+01
  0.16511829E+01  0.27154156E+01
  0.16946350E+01  0.27139219E+01
  0.17380872E+01  0.27096643E+01
  0.17815394E+01  0.27084389E+01
  0.18249916E+01  0.27181338E+01
  0.18684438E+01  0.27390564E+01
  0.19118959E+01  0.27713551E+01
  0.19553481E+01  0.28138640E+01
  0.19988003E+01  0.28630906E+01
  0.20422525E+01  0.29135756E+01
  0.20857047E+01  0.29598552E+01
  0.21291568E+01  0.29989543E+01
  0.21726090E+01  0.30315091E+01
  0.22160612E+01  0.30606766E+01
  0.22595134E+01  0.30900992E+01
  0.23029656E+01  0.31225387E+01
  0.23464177E+01  0.31597766E+01
  0.23898699E+01  0.32034245E+01
  0.24333221E+01  0.32549530E+01
  0.24767743E+01  0.33131913E+01
  0.25202265E+01  0.33715339E+01
  0.25636787E+01  0.34196909E+01
  0.26075720E+01  0.34492177E+01
  0.26514653E+01  0.34525778E+01
  0.26953586E+01  0.34446025E+01
  0.27392520E+01  0.34315753E+01
  0.27831453E+01  0.34161895E+01
  0.28270386E+01  0.33937377E+01
  0.28709320E+01  0.33561808E+01
  0.29148253E+01  0.33021534E+01
  0.29587186E+01  0.32424327E+01
  0.30026120E+01  0.31936717E+01
  0.30465053E+01  0.31690669E+01
  0.30903986E+01  0.31738365E+01
  0.31342920E+01  0.32042932E+01
  0.31781853E+01  0.32484871E+01
  0.32220786E+01  0.32916884E+01
  0.32659719E+01  0.33310631E+01
  0.33098653E+01  0.33577140E+01
  0.33537586E+01  0.33769969E+01
  0.33976519E+01  0.33985776E+01
  0.34415453E+01  0.34311649E+01
  0.34854386E+01  0.34754111E+01
  0.35293319E+01  0.35001070E+01
  0.35732253E+01  0.34552341E+01
  0.36171186E+01  0.33821617E+01
  0.36610119E+01  0.33030361E+01
  0.37049053E+01  0.32210333E+01
  0.37487986E+01  0.31314826E+01
  0.37926919E+01  0.30258303E+01
  0.38365852E+01  0.28951827E+01
  0.38804786E+01  0.27332186E+01
  0.39243719E+01  0.25379745E+01
  0.39682652E+01  0.23122464E+01
  0.40121586E+01  0.20626198E+01
  0.40560519E+01  0.17977249E+01
  0.40999452E+01  0.15265604E+01
  0.41438386E+01  0.12572789E+01
  0.41877319E+01  0.99636524E+00
  0.42316252E+01  0.74810047E+00
  0.42755186E+01  0.51435148E+00
  0.43194119E+01  0.29478340E+00
  0.43633052E+01  0.87492653E-01
  0.44071985E+01 -0.11009409E+00
  0.44510919E+01 -0.30030830E+00
  0.44949852E+01 -0.48455151E+00
  0.45388785E+01 -0.66295643E+00
  0.45827719E+01 -0.83439420E+00
  0.46266652E+01 -0.99674605E+00
  0.46705585E+01 -0.11473408E+01
  0.47144519E+01 -0.12834702E+01
  0.47583452E+01 -0.14028946E+01
  0.48022385E+01 -0.15042420E+01
  0.48461319E+01 -0.15872088E+01
  0.48900252E+01 -0.16525033E+01
  0.49339185E+01 -0.17015451E+01
  0.49778118E+01 -0.17359991E+01
  0.50217052E+01 -0.17572719E+01
  0.50647117E+01 -0.17660982E+01
  0.51077182E+01 -0.17575928E+01
  0.51507247E+01 -0.17364352E+01
  0.51937312E+01 -0.17016096E+01
  0.52367377E+01 -0.16518467E+01
  0.52797442E+01 -0.15861386E+01
  0.53227507E+01 -0.15041850E+01
  0.53657572E+01 -0.14066128E+01
  0.54087637E+01 -0.12948709E+01
  0.54517702E+01 -0.11708093E+01
  0.54947767E+01 -0.10360695E+01
  0.55377832E+01 -0.89149632E+00
  0.55807897E+01 -0.73679760E+00
  0.56237962E+01 -0.57060675E+00
  0.56668028E+01 -0.39097486E+00
